image_file_name,color,style,season,category
slacks_0043.jpg,black,formal/office,all,slacks
slacks_0044.jpg,black,formal/office,all,slacks
slacks_0045.jpg,black,formal/office,all,slacks
slacks_0046.jpg,black,formal/office,all,slacks
slacks_0047.jpg,black,formal/office,all,slacks
slacks_0048.jpg,black,formal/office,all,slacks
slacks_0049.jpg,black,formal/office,all,slacks
slacks_0050.jpg,beige,casual,all,slacks
slacks_0051.jpg,beige,casual,all,slacks
long_padding_0001.jpg,black,luxury,winter,long_padding
long_padding_0002.jpg,white,casual,winter,long_padding
long_padding_0003.jpg,gray,casual,winter,long_padding
long_padding_0004.jpg,beige,casual,winter,long_padding
long_padding_0005.jpg,brown,casual,winter,long_padding
long_padding_0006.jpg,black,casual,winter,long_padding
long_padding_0007.jpg,red,casual,winter,long_padding
long_padding_0008.jpg,black,luxury,winter,long_padding
long_padding_0009.jpg,black,luxury,winter,long_padding
long_padding_0010.jpg,purple,casual,winter,long_padding
long_padding_0011.jpg,black,casual,winter,long_padding
long_padding_0012.jpg,purple,casual,winter,long_padding
long_padding_0013.jpg,pink,casual,winter,long_padding
long_padding_0014.jpg,black,casual,winter,long_padding
long_padding_0015.jpg,navy,casual,winter,long_padding
long_padding_0016.jpg,black,casual,winter,long_padding
long_padding_0017.jpg,beige,luxury,winter,long_padding
long_padding_0018.jpg,green,casual,winter,long_padding
long_padding_0019.jpg,pink,casual,winter,long_padding
long_padding_0020.jpg,gray,casual,winter,long_padding
long_padding_0021.jpg,dark_beige,casual,winter,long_padding
long_padding_0022.jpg,black,casual,winter,long_padding
long_padding_0023.jpg,black,luxury,winter,long_padding
long_padding_0024.jpg,pink,casual,winter,long_padding
long_padding_0025.jpg,green,casual,winter,long_padding
long_padding_0026.jpg,brown,casual,winter,long_padding
long_padding_0027.jpg,brown,casual,winter,long_padding
long_padding_0028.jpg,black,casual,winter,long_padding
long_padding_0029.jpg,black,casual,winter,long_padding
long_padding_0030.jpg,black,casual,winter,long_padding
long_padding_0031.jpg,black,casual,winter,long_padding
long_padding_0032.jpg,black,casual,winter,long_padding
long_padding_0033.jpg,black,casual,winter,long_padding
long_padding_0034.jpg,black,casual,winter,long_padding
long_padding_0035.jpg,beige,casual,winter,long_padding
long_padding_0036.jpg,black,casual,winter,long_padding
long_padding_0037.jpg,black,casual,winter,long_padding
long_padding_0038.jpg,black,casual,winter,long_padding
long_padding_0039.jpg,gray,casual,winter,long_padding
long_padding_0040.jpg,black,casual,winter,long_padding
long_padding_0041.jpg,brown,casual,winter,long_padding
long_padding_0042.jpg,black,casual,winter,long_padding
long_padding_0043.jpg,black,casual,winter,long_padding
long_padding_0044.jpg,black,casual,winter,long_padding
long_padding_0045.jpg,black,casual,winter,long_padding
long_padding_0046.jpg,white,casual,winter,long_padding
long_padding_0047.jpg,black,casual,winter,long_padding
long_padding_0048.jpg,black,modern,winter,long_padding
long_padding_0049.jpg,black,casual,winter,long_padding
long_padding_0050.jpg,black,casual,winter,long_padding
long_padding_0051.jpg,khaki,casual,winter,long_padding
short_padding_0001.jpg,black,casual,winter,short_padding
short_padding_0002.jpg,white,casual,winter,short_padding
short_padding_0003.jpg,yellow,casual,winter,short_padding
short_padding_0004.jpg,green,casual,winter,short_padding
short_padding_0005.jpg,orange,casual,winter,short_padding
short_padding_0006.jpg,navy,casual,winter,short_padding
short_padding_0007.jpg,white,casual,winter,short_padding
short_padding_0008.jpg,gray,casual,winter,short_padding
short_padding_0009.jpg,beige,casual,winter,short_padding
short_padding_0010.jpg,lime,casual,winter,short_padding
short_padding_0011.jpg,black,casual,winter,short_padding
short_padding_0012.jpg,purple,casual,winter,short_padding
short_padding_0013.jpg,brown,casual,winter,short_padding
short_padding_0014.jpg,beige,casual,winter,short_padding
short_padding_0015.jpg,pink,casual,winter,short_padding
short_padding_0016.jpg,brown,casual,winter,short_padding
short_padding_0017.jpg,red,casual,winter,short_padding
short_padding_0018.jpg,white,casual,winter,short_padding
short_padding_0019.jpg,blue,casual,winter,short_padding
short_padding_0020.jpg,gray,casual,winter,short_padding
short_padding_0021.jpg,navy,casual,winter,short_padding
short_padding_0022.jpg,pink,casual,winter,short_padding
short_padding_0023.jpg,black,casual,winter,short_padding
short_padding_0024.jpg,gray,casual,winter,short_padding
short_padding_0025.jpg,black,casual,winter,short_padding
short_padding_0026.jpg,black,casual,winter,short_padding
short_padding_0027.jpg,black,casual,winter,short_padding
short_padding_0028.jpg,yellow,casual,winter,short_padding
short_padding_0029.jpg,green,casual,winter,short_padding
short_padding_0030.jpg,lime,casual,winter,short_padding
short_padding_0031.jpg,black,casual,winter,short_padding
short_padding_0032.jpg,black,casual,winter,short_padding
short_padding_0033.jpg,black,casual,winter,short_padding
short_padding_0034.jpg,beige,casual,winter,short_padding
short_padding_0035.jpg,red,casual,winter,short_padding
short_padding_0036.jpg,lime,casual,winter,short_padding
short_padding_0037.jpg,black,casual,winter,short_padding
short_padding_0038.jpg,khaki,casual,winter,short_padding
short_padding_0039.jpg,navy,casual,winter,short_padding
short_padding_0040.jpg,navy,casual,winter,short_padding
short_padding_0041.jpg,white,casual,winter,short_padding
short_padding_0042.jpg,pink,casual,winter,short_padding
short_padding_0043.jpg,orange,casual,winter,short_padding
short_padding_0044.jpg,black,casual,winter,short_padding
short_padding_0045.jpg,white,casual,winter,short_padding
short_padding_0046.jpg,orange,casual,winter,short_padding
short_padding_0047.jpg,khaki,casual,winter,short_padding
short_padding_0048.jpg,lime,casual,winter,short_padding
short_padding_0049.jpg,khaki,casual,winter,short_padding
short_padding_0050.jpg,gray,casual,winter,short_padding
coat_0001.jpg,gray,modern,winter,coat
coat_0002.jpg,gray,modern,winter,coat
coat_0003.jpg,gray,modern,winter,coat
coat_0004.jpg,beige,modern,winter,coat
coat_0005.jpg,gray,modern,winter,coat
coat_0006.jpg,beige,modern,winter,coat
coat_0007.jpg,white,modern,winter,coat
coat_0008.jpg,khaki,modern,winter,coat
coat_0009.jpg,pink,modern,winter,coat
coat_0010.jpg,gray,modern,winter,coat
coat_0011.jpg,dark_beige,modern,winter,coat
coat_0012.jpg,navy,modern,winter,coat
coat_0013.jpg,khaki,casual,spring/fall,coat
coat_0014.jpg,lime,modern,winter,coat
coat_0015.jpg,black,modern,winter,coat
coat_0016.jpg,beige,modern,winter,coat
coat_0017.jpg,brown,modern,winter,coat
coat_0018.jpg,navy,modern,winter,coat
coat_0019.jpg,gray,modern,winter,coat
coat_0020.jpg,brown,modern,winter,coat
coat_0021.jpg,beige,modern,winter,coat
coat_0022.jpg,beige,modern,winter,coat
coat_0023.jpg,black,modern,winter,coat
coat_0024.jpg,beige,modern,winter,coat
coat_0025.jpg,pink,modern,winter,coat
coat_0026.jpg,orange,casual,winter,coat
coat_0027.jpg,beige,modern,winter,coat
coat_0028.jpg,dark_beige,modern,winter,coat
coat_0029.jpg,navy,modern,winter,coat
coat_0030.jpg,gray,modern,winter,coat
coat_0031.jpg,beige,modern,winter,coat
coat_0032.jpg,gray,modern,winter,coat
coat_0033.jpg,gray,modern,winter,coat
coat_0034.jpg,navy,modern,winter,coat
coat_0035.jpg,red,casual,winter,coat
coat_0036.jpg,yellow,modern,winter,coat
coat_0037.jpg,green,modern,winter,coat
coat_0038.jpg,brown,modern,winter,coat
coat_0039.jpg,blue,modern,winter,coat
coat_0040.jpg,beige,modern,winter,coat
coat_0041.jpg,lime,casual,winter,coat
coat_0042.jpg,gray,modern,winter,coat
coat_0043.jpg,navy,modern,winter,coat
coat_0044.jpg,gray,modern,winter,coat
coat_0045.jpg,beige,modern,winter,coat
coat_0046.jpg,gray,modern,winter,coat
coat_0047.jpg,white,modern,winter,coat
coat_0048.jpg,brown,modern,winter,coat
coat_0049.jpg,navy,modern,winter,coat
coat_0050.jpg,beige,luxury,winter,coat
trench_coat_0001.jpg,beige,lovely,spring/fall,trench_coat
trench_coat_0002.jpg,beige,modern,spring/fall,trench_coat
trench_coat_0003.jpg,black,modern,spring/fall,trench_coat
trench_coat_0004.jpg,beige,modern,spring/fall,trench_coat
trench_coat_0005.jpg,black,modern,spring/fall,trench_coat
trench_coat_0006.jpg,beige,modern,spring/fall,trench_coat
trench_coat_0007.jpg,beige,modern,spring/fall,trench_coat
trench_coat_0008.jpg,black,modern,spring/fall,trench_coat
trench_coat_0009.jpg,beige,modern,spring/fall,trench_coat
trench_coat_0010.jpg,gray,modern,spring/fall,trench_coat
trench_coat_0011.jpg,beige,modern,spring/fall,trench_coat
trench_coat_0012.jpg,beige,modern,spring/fall,trench_coat
trench_coat_0013.jpg,beige,modern,spring/fall,trench_coat
trench_coat_0014.jpg,navy,modern,spring/fall,trench_coat
trench_coat_0015.jpg,beige,modern,spring/fall,trench_coat
trench_coat_0016.jpg,beige,modern,spring/fall,trench_coat
trench_coat_0017.jpg,khaki,modern,spring/fall,trench_coat
trench_coat_0018.jpg,beige,modern,spring/fall,trench_coat
trench_coat_0019.jpg,beige,modern,spring/fall,trench_coat
trench_coat_0020.jpg,beige,modern,spring/fall,trench_coat
trench_coat_0021.jpg,beige,modern,spring/fall,trench_coat
trench_coat_0022.jpg,beige,modern,spring/fall,trench_coat
trench_coat_0023.jpg,beige,modern,spring/fall,trench_coat
trench_coat_0024.jpg,beige,modern,spring/fall,trench_coat
trench_coat_0025.jpg,black,modern,spring/fall,trench_coat
trench_coat_0026.jpg,beige,modern,spring/fall,trench_coat
trench_coat_0027.jpg,beige,modern,spring/fall,trench_coat
trench_coat_0028.jpg,navy,modern,spring/fall,trench_coat
trench_coat_0029.jpg,beige,modern,spring/fall,trench_coat
trench_coat_0030.jpg,beige,modern,spring/fall,trench_coat
trench_coat_0031.jpg,skyblue,modern,spring/fall,trench_coat
trench_coat_0032.jpg,beige,modern,spring/fall,trench_coat
trench_coat_0033.jpg,khaki,modern,spring/fall,trench_coat
trench_coat_0034.jpg,skyblue,modern,spring/fall,trench_coat
trench_coat_0035.jpg,beige,modern,spring/fall,trench_coat
trench_coat_0036.jpg,beige,modern,spring/fall,trench_coat
trench_coat_0037.jpg,black,modern,spring/fall,trench_coat
trench_coat_0038.jpg,beige,modern,spring/fall,trench_coat
trench_coat_0039.jpg,yellow,modern,spring/fall,trench_coat
trench_coat_0040.jpg,red,modern,spring/fall,trench_coat
trench_coat_0041.jpg,beige,modern,spring/fall,trench_coat
trench_coat_0042.jpg,red,modern,spring/fall,trench_coat
trench_coat_0043.jpg,black,modern,spring/fall,trench_coat
trench_coat_0044.jpg,khaki,modern,spring/fall,trench_coat
trench_coat_0045.jpg,navy,modern,spring/fall,trench_coat
trench_coat_0046.jpg,khaki,modern,spring/fall,trench_coat
trench_coat_0047.jpg,navy,modern,spring/fall,trench_coat
trench_coat_0048.jpg,black,modern,spring/fall,trench_coat
trench_coat_0049.jpg,beige,modern,spring/fall,trench_coat
trench_coat_0050.jpg,beige,modern,spring/fall,trench_coat
blazer_0001.jpg,pink,modern,spring/fall,blazer
blazer_0002.jpg,khaki,modern,spring/fall,blazer
blazer_0003.jpg,yellow,modern,spring/fall,blazer
blazer_0004.jpg,beige,modern,spring/fall,blazer
blazer_0005.jpg,skyblue,modern,spring/fall,blazer
blazer_0006.jpg,navy,modern,spring/fall,blazer
blazer_0007.jpg,black,modern,spring/fall,blazer
blazer_0008.jpg,red,modern,spring/fall,blazer
blazer_0009.jpg,gray,modern,spring/fall,blazer
blazer_0010.jpg,beige,modern,spring/fall,blazer
blazer_0011.jpg,pink,modern,spring/fall,blazer
blazer_0012.jpg,navy,modern,spring/fall,blazer
blazer_0013.jpg,gray,modern,spring/fall,blazer
blazer_0014.jpg,purple,modern,spring/fall,blazer
blazer_0015.jpg,red,modern,spring/fall,blazer
blazer_0016.jpg,white,modern,spring/fall,blazer
blazer_0017.jpg,white,modern,spring/fall,blazer
blazer_0018.jpg,white,modern,spring/fall,blazer
blazer_0019.jpg,gray,modern,spring/fall,blazer
blazer_0020.jpg,gray,modern,spring/fall,blazer
blazer_0021.jpg,black,modern,spring/fall,blazer
blazer_0022.jpg,white,modern,spring/fall,blazer
blazer_0023.jpg,black,modern,spring/fall,blazer
blazer_0024.jpg,black,modern,spring/fall,blazer
blazer_0025.jpg,black,modern,spring/fall,blazer
blazer_0026.jpg,red,modern,spring/fall,blazer
blazer_0027.jpg,gray,modern,spring/fall,blazer
blazer_0028.jpg,green,modern,spring/fall,blazer
blazer_0029.jpg,gray,modern,spring/fall,blazer
blazer_0030.jpg,black,modern,spring/fall,blazer
blazer_0031.jpg,navy,modern,spring/fall,blazer
blazer_0032.jpg,black,modern,spring/fall,blazer
blazer_0033.jpg,gray,modern,spring/fall,blazer
blazer_0034.jpg,dark_beige,modern,spring/fall,blazer
blazer_0035.jpg,gray,modern,spring/fall,blazer
blazer_0036.jpg,gray,modern,spring/fall,blazer
blazer_0037.jpg,blue,modern,spring/fall,blazer
blazer_0038.jpg,gray,modern,spring/fall,blazer
blazer_0039.jpg,navy,modern,spring/fall,blazer
blazer_0040.jpg,navy,modern,spring/fall,blazer
blazer_0041.jpg,white,modern,spring/fall,blazer
blazer_0042.jpg,navy,modern,spring/fall,blazer
blazer_0043.jpg,gray,modern,spring/fall,blazer
blazer_0044.jpg,gray,modern,spring/fall,blazer
blazer_0045.jpg,gray,modern,spring/fall,blazer
blazer_0046.jpg,black,modern,spring/fall,blazer
blazer_0047.jpg,gray,modern,spring/fall,blazer
blazer_0048.jpg,black,modern,spring/fall,blazer
blazer_0049.jpg,black,modern,spring/fall,blazer
blazer_0050.jpg,white,modern,spring/fall,blazer
blazer_0051.jpg,gray,modern,spring/fall,blazer
blazer_0052.jpg,gray,modern,spring/fall,blazer
blazer_0053.jpg,white,modern,spring/fall,blazer
blazer_0054.jpg,pink,modern,spring/fall,blazer
blazer_0055.jpg,black,modern,spring/fall,blazer
blazer_0056.jpg,white,modern,spring/fall,blazer
blazer_0057.jpg,black,modern,spring/fall,blazer
blazer_0058.jpg,khaki,modern,spring/fall,blazer
blazer_0059.jpg,white,modern,spring/fall,blazer
blazer_0060.jpg,black,modern,spring/fall,blazer
blazer_0061.jpg,pink,modern,spring/fall,blazer
blazer_0062.jpg,red,modern,spring/fall,blazer
blazer_0063.jpg,black,modern,spring/fall,blazer
blazer_0064.jpg,navy,modern,spring/fall,blazer
blazer_0065.jpg,pink,modern,spring/fall,blazer
blazer_0066.jpg,black,modern,spring/fall,blazer
blazer_0067.jpg,black,modern,spring/fall,blazer
blazer_0068.jpg,brown,modern,spring/fall,blazer
blazer_0069.jpg,blue,modern,spring/fall,blazer
blazer_0070.jpg,black,modern,spring/fall,blazer
blazer_0071.jpg,white,modern,spring/fall,blazer
blazer_0072.jpg,gray,modern,spring/fall,blazer
blazer_0073.jpg,black,modern,spring/fall,blazer
blazer_0074.jpg,black,modern,spring/fall,blazer
blazer_0075.jpg,blue,modern,spring/fall,blazer
blazer_0076.jpg,lime,modern,spring/fall,blazer
blazer_0077.jpg,black,modern,spring/fall,blazer
blazer_0078.jpg,green,modern,winter,blazer
blazer_0079.jpg,khaki,modern,spring/fall,blazer
blazer_0080.jpg,yellow,modern,spring/fall,blazer
blazer_0081.jpg,black,modern,spring/fall,blazer
blazer_0082.jpg,white,modern,spring/fall,blazer
blazer_0083.jpg,navy,modern,spring/fall,blazer
blazer_0084.jpg,purple,modern,winter,blazer
blazer_0085.jpg,black,modern,spring/fall,blazer
blazer_0086.jpg,navy,modern,spring/fall,blazer
blazer_0087.jpg,dark_beige,modern,winter,blazer
blazer_0088.jpg,navy,modern,spring/fall,blazer
blazer_0089.jpg,khaki,modern,winter,blazer
blazer_0090.jpg,yellow,modern,spring/fall,blazer
blazer_0091.jpg,black,modern,spring/fall,blazer
blazer_0092.jpg,navy,modern,spring/fall,blazer
blazer_0093.jpg,beige,modern,spring/fall,blazer
blazer_0094.jpg,black,modern,spring/fall,blazer
blazer_0095.jpg,gray,modern,spring/fall,blazer
blazer_0096.jpg,white,modern,spring/fall,blazer
blazer_0097.jpg,red,formal/office,spring/fall,blazer
blazer_0098.jpg,navy,modern,spring/fall,blazer
blazer_0099.jpg,beige,modern,winter,blazer
blazer_0100.jpg,gray,modern,spring/fall,blazer
blazer_0101.jpg,navy,modern,winter,blazer
hoody_jacket_0001.jpg,red,casual,spring/fall,hoody_jacket
hoody_jacket_0002.jpg,black,sporty,spring/fall,hoody_jacket
hoody_jacket_0003.jpg,green,sporty,spring/fall,hoody_jacket
hoody_jacket_0004.jpg,white,sporty,spring/fall,hoody_jacket
hoody_jacket_0005.jpg,gray,casual,spring/fall,hoody_jacket
hoody_jacket_0006.jpg,black,casual,spring/fall,hoody_jacket
hoody_jacket_0007.jpg,gray,casual,spring/fall,hoody_jacket
hoody_jacket_0008.jpg,yellow,sporty,spring/fall,hoody_jacket
hoody_jacket_0009.jpg,black,sporty,spring/fall,hoody_jacket
hoody_jacket_0010.jpg,black,casual,spring/fall,hoody_jacket
hoody_jacket_0011.jpg,khaki,sporty,spring/fall,hoody_jacket
hoody_jacket_0012.jpg,gray,casual,spring/fall,hoody_jacket
hoody_jacket_0013.jpg,red,sporty,spring/fall,hoody_jacket
hoody_jacket_0014.jpg,navy,casual,spring/fall,hoody_jacket
hoody_jacket_0015.jpg,white,casual,spring/fall,hoody_jacket
hoody_jacket_0016.jpg,yellow,sporty,spring/fall,hoody_jacket
hoody_jacket_0017.jpg,khaki,sporty,spring/fall,hoody_jacket
hoody_jacket_0018.jpg,black,sporty,spring/fall,hoody_jacket
hoody_jacket_0019.jpg,red,sporty,spring/fall,hoody_jacket
hoody_jacket_0020.jpg,orange,sporty,spring/fall,hoody_jacket
hoody_jacket_0021.jpg,gray,casual,spring/fall,hoody_jacket
hoody_jacket_0022.jpg,navy,casual,spring/fall,hoody_jacket
hoody_jacket_0023.jpg,lime,casual,spring/fall,hoody_jacket
hoody_jacket_0024.jpg,navy,casual,spring/fall,hoody_jacket
hoody_jacket_0025.jpg,khaki,casual,spring/fall,hoody_jacket
hoody_jacket_0026.jpg,beige,casual,spring/fall,hoody_jacket
hoody_jacket_0027.jpg,gray,casual,spring/fall,hoody_jacket
hoody_jacket_0028.jpg,navy,casual,spring/fall,hoody_jacket
hoody_jacket_0029.jpg,yellow,sporty,spring/fall,hoody_jacket
hoody_jacket_0030.jpg,red,casual,spring/fall,hoody_jacket
hoody_jacket_0031.jpg,orange,casual,spring/fall,hoody_jacket
hoody_jacket_0032.jpg,red,sporty,spring/fall,hoody_jacket
hoody_jacket_0033.jpg,white,casual,spring/fall,hoody_jacket
hoody_jacket_0034.jpg,green,sporty,spring/fall,hoody_jacket
hoody_jacket_0035.jpg,red,casual,winter,hoody_jacket
hoody_jacket_0036.jpg,blue,casual,spring/fall,hoody_jacket
hoody_jacket_0037.jpg,blue,casual,spring/fall,hoody_jacket
hoody_jacket_0038.jpg,dark_beige,casual,spring/fall,hoody_jacket
hoody_jacket_0039.jpg,orange,sporty,spring/fall,hoody_jacket
hoody_jacket_0040.jpg,gray,casual,spring/fall,hoody_jacket
hoody_jacket_0041.jpg,black,sporty,spring/fall,hoody_jacket
hoody_jacket_0042.jpg,navy,sporty,spring/fall,hoody_jacket
hoody_jacket_0043.jpg,pink,casual,spring/fall,hoody_jacket
hoody_jacket_0044.jpg,gray,casual,winter,hoody_jacket
hoody_jacket_0045.jpg,khaki,sporty,spring/fall,hoody_jacket
hoody_jacket_0046.jpg,red,casual,spring/fall,hoody_jacket
hoody_jacket_0047.jpg,black,sporty,spring/fall,hoody_jacket
hoody_jacket_0048.jpg,skyblue,sporty,spring/fall,hoody_jacket
hoody_jacket_0049.jpg,white,sporty,spring/fall,hoody_jacket
hoody_jacket_0050.jpg,pink,sporty,spring/fall,hoody_jacket
fleece_jacket_0001.jpg,beige,casual,winter,fleece_jacket
fleece_jacket_0002.jpg,blue,casual,winter,fleece_jacket
fleece_jacket_0003.jpg,white,casual,winter,fleece_jacket
fleece_jacket_0004.jpg,beige,casual,winter,fleece_jacket
fleece_jacket_0005.jpg,red,casual,winter,fleece_jacket
fleece_jacket_0006.jpg,brown,casual,winter,fleece_jacket
fleece_jacket_0007.jpg,beige,casual,winter,fleece_jacket
fleece_jacket_0008.jpg,beige,casual,winter,fleece_jacket
fleece_jacket_0009.jpg,white,casual,winter,fleece_jacket
fleece_jacket_0010.jpg,white,casual,winter,fleece_jacket
fleece_jacket_0011.jpg,khaki,casual,winter,fleece_jacket
fleece_jacket_0012.jpg,green,casual,winter,fleece_jacket
fleece_jacket_0013.jpg,white,casual,winter,fleece_jacket
fleece_jacket_0014.jpg,beige,casual,winter,fleece_jacket
fleece_jacket_0015.jpg,white,casual,winter,fleece_jacket
fleece_jacket_0016.jpg,black,casual,winter,fleece_jacket
fleece_jacket_0017.jpg,white,casual,winter,fleece_jacket
fleece_jacket_0018.jpg,white,casual,winter,fleece_jacket
fleece_jacket_0019.jpg,white,casual,winter,fleece_jacket
fleece_jacket_0020.jpg,beige,casual,winter,fleece_jacket
fleece_jacket_0021.jpg,white,casual,winter,fleece_jacket
fleece_jacket_0022.jpg,beige,casual,winter,fleece_jacket
fleece_jacket_0023.jpg,gray,casual,winter,fleece_jacket
